batch_size,learning_rate_bert,learning_rate_audio,learning_rate_video,learning_rate_other,weight_decay_bert,weight_decay_other,weight_decay_audio,weight_decay_video,text_out,audio_out,video_out,t_bert_dropout,post_fusion_dim,post_text_dim,post_audio_dim,post_video_dim,post_fusion_dropout,post_text_dropout,post_audio_dropout,post_video_dropout,H,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
32.0,5e-05,0.001,0.005,0.001,0.01,0.01,0.0,0.01,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.0,0.1,0.0,0.0,3.0,81.78,81.74,83.38,83.4,50.73,44.9,74.72,77.82,75.0
32.0,5e-05,0.0001,0.001,0.0001,0.01,0.001,0.0,0.01,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,3.0,82.22,82.0,84.6,84.49,51.17,44.17,74.03,77.07,74.05
16.0,5e-05,0.005,0.005,0.0001,0.01,0.001,0.01,0.01,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.0,0.0,0.1,0.1,3.0,82.22,82.17,84.15,84.16,49.71,43.59,76.22,76.89,76.3
32.0,5e-05,0.005,0.001,0.001,0.001,0.01,0.0,0.001,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.1,0.1,0.1,0.0,3.0,82.07,82.08,83.69,83.75,54.08,47.67,72.73,77.9,72.41
32.0,5e-05,0.0001,0.0001,0.001,0.001,0.01,0.0,0.0,768.0,128.0,128.0,0.1,128.0,128.0,128.0,128.0,0.1,0.0,0.1,0.1,3.0,81.34,81.13,83.54,83.42,53.5,46.06,72.92,77.93,72.37
16.0,5e-05,0.001,0.005,0.0001,0.001,0.001,0.0,0.0,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,3.0,81.78,81.77,83.54,83.58,51.02,44.17,72.95,79.21,72.98
16.0,5e-05,0.001,0.0001,0.0001,0.01,0.001,0.0,0.001,768.0,64.0,64.0,0.1,64.0,64.0,64.0,64.0,0.0,0.1,0.1,0.1,3.0,81.2,81.15,83.08,83.1,52.92,45.77,73.58,78.18,73.53
32.0,5e-05,0.001,0.001,0.0001,0.01,0.01,0.0,0.001,768.0,128.0,128.0,0.1,128.0,128.0,128.0,128.0,0.0,0.0,0.0,0.0,3.0,81.2,81.16,82.77,82.79,51.75,44.61,73.21,78.94,73.53
32.0,5e-05,0.005,0.005,0.0001,0.01,0.01,0.01,0.0,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.0,0.1,0.0,0.0,3.0,82.22,82.18,84.15,84.17,51.75,44.75,72.68,79.27,72.71
32.0,5e-05,0.005,0.001,0.0001,0.001,0.001,0.0,0.0,768.0,128.0,128.0,0.1,128.0,128.0,128.0,128.0,0.0,0.1,0.1,0.0,3.0,82.07,82.06,83.84,83.88,52.48,45.04,74.45,78.35,73.59
16.0,5e-05,0.0001,0.0001,0.0001,0.001,0.01,0.0,0.001,768.0,128.0,128.0,0.1,128.0,128.0,128.0,128.0,0.0,0.1,0.0,0.1,3.0,82.36,82.3,84.15,84.14,55.1,47.96,69.31,80.37,69.29
16.0,5e-05,0.001,0.0001,0.001,0.001,0.001,0.0,0.01,768.0,64.0,64.0,0.1,64.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,3.0,81.49,81.48,82.77,82.82,50.87,44.02,72.6,79.0,72.64
16.0,5e-05,0.0001,0.005,0.0001,0.001,0.01,0.01,0.01,768.0,64.0,64.0,0.1,64.0,64.0,64.0,64.0,0.0,0.1,0.0,0.0,3.0,81.63,81.58,83.38,83.4,52.77,45.04,73.95,77.74,73.92
16.0,5e-05,0.0001,0.0001,0.0001,0.001,0.01,0.001,0.01,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.0,0.0,0.1,0.0,3.0,82.36,82.32,83.84,83.85,51.75,44.61,71.83,79.57,71.84
16.0,5e-05,0.001,0.0001,0.0001,0.01,0.01,0.0,0.001,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.1,0.0,0.0,0.0,3.0,81.05,81.07,82.62,82.7,50.87,44.31,73.88,78.8,73.9
16.0,5e-05,0.001,0.001,0.001,0.001,0.001,0.0,0.0,768.0,64.0,64.0,0.1,64.0,64.0,64.0,64.0,0.1,0.0,0.0,0.0,3.0,81.63,81.65,83.08,83.15,52.48,44.9,72.3,79.29,72.25
16.0,5e-05,0.0001,0.001,0.001,0.001,0.001,0.001,0.01,768.0,64.0,64.0,0.1,64.0,64.0,64.0,64.0,0.0,0.0,0.0,0.1,3.0,83.09,83.05,84.6,84.61,54.37,46.5,71.7,78.97,71.72
16.0,5e-05,0.001,0.001,0.001,0.001,0.01,0.001,0.01,768.0,128.0,128.0,0.1,128.0,128.0,128.0,128.0,0.0,0.1,0.1,0.0,3.0,81.92,81.91,83.54,83.57,51.6,45.04,74.27,78.44,74.31
32.0,5e-05,0.005,0.005,0.0001,0.001,0.001,0.0,0.0,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.0,0.0,0.1,0.1,3.0,82.07,81.99,84.15,84.13,50.44,44.31,73.02,78.33,73.32
16.0,5e-05,0.001,0.001,0.001,0.001,0.01,0.0,0.01,768.0,128.0,128.0,0.1,128.0,128.0,128.0,128.0,0.1,0.0,0.0,0.1,3.0,82.36,82.33,84.3,84.32,51.02,43.73,72.74,78.82,72.75
32.0,5e-05,0.001,0.005,0.001,0.001,0.001,0.01,0.001,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.0,0.1,0.0,0.1,3.0,82.07,82.09,83.38,83.46,48.83,42.86,75.61,78.57,76.47
16.0,5e-05,0.001,0.0001,0.0001,0.01,0.01,0.01,0.0,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.0,0.1,0.0,0.1,3.0,83.09,82.95,85.21,85.14,53.06,46.36,72.89,78.93,72.9
16.0,5e-05,0.0001,0.001,0.0001,0.001,0.001,0.01,0.001,768.0,64.0,64.0,0.1,64.0,64.0,64.0,64.0,0.1,0.0,0.1,0.1,3.0,82.65,82.63,84.15,84.17,52.19,45.34,72.91,78.94,72.89
16.0,5e-05,0.005,0.0001,0.001,0.01,0.01,0.001,0.0,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.1,3.0,80.76,80.8,82.32,82.42,49.27,43.15,76.85,78.54,76.79
16.0,5e-05,0.0001,0.001,0.001,0.01,0.01,0.0,0.01,768.0,128.0,128.0,0.1,128.0,128.0,128.0,128.0,0.1,0.1,0.1,0.1,3.0,82.36,82.33,83.99,84.01,51.75,45.92,72.04,79.09,72.11
16.0,5e-05,0.0001,0.0001,0.0001,0.01,0.001,0.01,0.01,768.0,128.0,128.0,0.1,128.0,128.0,128.0,128.0,0.1,0.0,0.0,0.1,3.0,80.17,80.21,81.86,81.96,52.33,45.92,73.69,78.39,73.79
32.0,5e-05,0.0001,0.001,0.0001,0.001,0.001,0.01,0.0,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.1,0.1,0.0,0.0,3.0,81.05,80.99,83.08,83.09,53.35,46.36,74.35,77.94,73.54
16.0,5e-05,0.001,0.0001,0.001,0.01,0.01,0.001,0.001,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,3.0,82.36,82.29,84.15,84.13,51.46,45.19,71.71,79.45,71.78
32.0,5e-05,0.001,0.0001,0.0001,0.01,0.001,0.01,0.01,768.0,64.0,64.0,0.1,64.0,64.0,64.0,64.0,0.0,0.0,0.1,0.0,3.0,81.63,81.61,83.23,83.26,51.31,43.73,73.39,79.21,73.36
16.0,5e-05,0.001,0.001,0.001,0.001,0.01,0.001,0.01,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.0,0.1,0.0,0.1,3.0,83.09,83.05,84.76,84.76,52.92,46.65,70.93,79.76,71.0
32.0,5e-05,0.005,0.0001,0.001,0.001,0.01,0.01,0.001,768.0,64.0,64.0,0.1,64.0,64.0,64.0,64.0,0.1,0.0,0.1,0.1,3.0,82.07,81.99,84.15,84.14,52.33,44.46,73.95,78.36,74.14
32.0,5e-05,0.0001,0.001,0.0001,0.001,0.01,0.001,0.0,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.0,0.1,0.0,0.1,3.0,81.92,81.76,83.99,83.91,51.02,44.9,71.5,79.75,71.07
32.0,5e-05,0.0001,0.0001,0.0001,0.001,0.001,0.0,0.001,768.0,64.0,64.0,0.1,64.0,64.0,64.0,64.0,0.1,0.0,0.0,0.1,3.0,82.8,82.74,84.76,84.76,51.9,44.46,72.28,79.64,71.96
32.0,5e-05,0.001,0.001,0.001,0.001,0.001,0.0,0.0,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.1,0.0,0.0,0.0,3.0,81.2,81.15,82.93,82.94,51.9,45.63,74.49,78.14,74.22
32.0,5e-05,0.0001,0.001,0.001,0.001,0.001,0.0,0.001,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.0,0.0,0.1,0.1,3.0,81.63,81.57,83.23,83.22,54.52,47.81,72.24,78.83,72.55
16.0,5e-05,0.005,0.005,0.001,0.01,0.001,0.01,0.0,768.0,32.0,32.0,0.1,32.0,32.0,32.0,32.0,0.0,0.1,0.0,0.1,3.0,82.07,82.07,83.54,83.58,51.46,44.9,72.07,79.77,72.08
16.0,5e-05,0.001,0.005,0.0001,0.01,0.001,0.001,0.001,768.0,128.0,128.0,0.1,128.0,128.0,128.0,128.0,0.1,0.1,0.0,0.0,3.0,80.47,80.45,82.16,82.21,50.44,43.29,76.22,76.11,76.19
32.0,5e-05,0.005,0.0001,0.001,0.001,0.001,0.0,0.01,768.0,64.0,64.0,0.1,64.0,64.0,64.0,64.0,0.0,0.1,0.0,0.1,3.0,81.2,81.22,82.32,82.4,52.77,45.19,74.63,79.13,74.83
32.0,5e-05,0.005,0.001,0.0001,0.01,0.001,0.01,0.001,768.0,128.0,128.0,0.1,128.0,128.0,128.0,128.0,0.0,0.1,0.1,0.1,3.0,81.34,81.35,82.93,82.99,53.21,46.36,73.38,78.38,73.69
32.0,5e-05,0.005,0.0001,0.001,0.001,0.01,0.01,0.0,768.0,128.0,128.0,0.1,128.0,128.0,128.0,128.0,0.0,0.0,0.0,0.1,3.0,82.36,82.21,84.45,84.37,52.04,44.75,73.0,78.79,72.94
32.0,5e-05,0.005,0.005,0.0001,0.001,0.001,0.0,0.01,768.0,64.0,64.0,0.1,64.0,64.0,64.0,64.0,0.0,0.0,0.1,0.1,3.0,81.78,81.79,82.77,82.83,49.56,43.44,75.53,78.06,75.42
16.0,5e-05,0.001,0.005,0.001,0.001,0.001,0.0,0.0,768.0,64.0,64.0,0.1,64.0,64.0,64.0,64.0,0.1,0.1,0.1,0.1,3.0,83.38,83.28,85.21,85.17,51.46,44.02,71.77,78.9,71.8
32.0,5e-05,0.005,0.005,0.001,0.01,0.001,0.01,0.001,768.0,64.0,64.0,0.1,64.0,64.0,64.0,64.0,0.0,0.1,0.1,0.0,3.0,82.94,82.94,84.45,84.49,52.04,44.02,72.7,79.66,72.59
32.0,5e-05,0.005,0.0001,0.0001,0.001,0.001,0.001,0.001,768.0,128.0,128.0,0.1,128.0,128.0,128.0,128.0,0.0,0.1,0.0,0.0,3.0,82.36,82.32,84.15,84.16,51.17,44.75,72.47,79.01,72.38
32.0,5e-05,0.005,0.0001,0.001,0.001,0.001,0.001,0.001,768.0,128.0,128.0,0.1,128.0,128.0,128.0,128.0,0.0,0.0,0.1,0.0,3.0,83.09,82.96,85.06,84.99,50.29,44.75,71.9,79.3,72.22
32.0,5e-05,0.001,0.001,0.001,0.001,0.01,0.001,0.001,768.0,128.0,128.0,0.1,128.0,128.0,128.0,128.0,0.0,0.1,0.0,0.1,3.0,82.65,82.67,83.84,83.9,52.48,45.77,70.93,80.09,71.44
32.0,5e-05,0.0001,0.0001,0.001,0.01,0.01,0.001,0.01,768.0,64.0,64.0,0.1,64.0,64.0,64.0,64.0,0.1,0.1,0.1,0.1,3.0,81.63,81.61,83.08,83.11,52.48,45.77,73.27,78.07,73.08
